Column_Index,Column_Type,Column_End_Level,Timestamp,SMA10,SMA20,ADX,ADX_Check,SMA_Check,Trendline_Break,Higher_High,Trendline_or_HigherHigh,Double_Bottom,Entry_Signal
62,X,105617.00,1750744800,101930.55,102266.80,33.77,True,False,False,False,False,False,False
63,O,104902.50,1750748400,102534.95,102358.57,32.26,True,True,False,True,True,False,False
64,X,106170.50,1750780800,103190.20,102478.20,31.17,True,True,False,True,True,False,False
65,O,105486.00,1750788000,103854.80,102641.57,29.95,True,True,False,True,True,False,False
66,X,107880.50,1750856400,104453.35,102898.88,29.78,True,False,False,False,False,False,False
67,O,106996.50,1750863600,105026.35,103178.52,27.79,True,True,False,True,True,False,False
68,X,107889.00,1750903200,105583.80,103432.68,25.80,True,True,False,True,True,False,False
69,O,107071.00,1750939200,106225.65,103669.82,23.80,True,True,False,True,True,False,False
70,X,107739.00,1750968000,106448.35,103915.65,24.92,True,True,True,False,True,False,False
71,O,106634.00,1750982400,106638.60,104138.90,25.39,True,True,True,False,True,True,True
72,X,107438.50,1750993200,106820.75,104375.65,26.33,True,True,True,False,True,True,True
73,O,106643.00,1751025600,106994.80,104764.88,26.80,True,True,True,False,True,False,False
74,X,107272.50,1751036400,107105.00,105147.60,27.68,True,True,True,False,True,False,False
75,O,106666.50,1751047200,107223.05,105538.93,28.56,True,True,True,False,True,False,False
76,X,108458.50,1751194800,107280.85,105867.10,30.43,True,True,False,True,True,False,False
77,O,107312.50,1751227200,107312.45,106169.40,32.29,True,True,False,True,True,False,False
78,X,108676.00,1751241600,107391.15,106487.48,33.94,True,True,False,True,True,False,False
79,O,106775.00,1751292000,107361.55,106793.60,34.56,True,True,False,True,True,True,True
80,X,107542.00,1751295600,107341.85,106895.10,34.11,True,True,True,False,True,True,True
81,O,105357.00,1751396400,107214.15,106926.38,31.49,True,True,True,False,True,True,True
82,X,105871.50,1751400000,107057.45,106939.10,28.87,True,True,True,False,True,True,True
83,O,105347.50,1751414400,106927.90,106961.35,26.26,True,True,True,False,True,False,False
84,X,109632.00,1751482800,107163.85,107134.43,26.74,True,True,False,True,True,False,False
85,O,108605.00,1751511600,107357.70,107290.38,27.86,True,True,False,True,True,False,False
86,X,109904.00,1751533200,107502.25,107391.55,29.12,True,True,False,True,True,False,False
87,O,109130.00,1751544000,107684.00,107498.23,30.38,True,True,False,True,True,False,False
88,X,110232.00,1751547600,107839.60,107615.38,31.83,True,True,False,True,True,False,False
89,O,109101.00,1751554800,108072.20,107716.88,33.23,True,True,False,True,True,False,False
90,X,109914.00,1751572800,108309.40,107825.62,33.57,True,True,True,False,True,False,False
91,O,107545.00,1751641200,108528.20,107871.18,31.62,True,True,True,False,True,True,True
92,X,109359.00,1751857200,108876.95,107967.20,29.50,True,True,True,False,True,True,True
93,O,107660.50,1751936400,109108.25,108018.07,28.42,True,True,True,False,True,False,False
94,X,108988.00,1751979600,109043.85,108103.85,27.34,True,True,True,False,True,False,False
95,O,108348.00,1751983200,109018.15,108187.93,28.44,True,True,True,False,True,False,False
96,X,109122.00,1751997600,108939.95,108221.10,29.69,True,True,False,True,True,False,False
97,O,108322.00,1752030000,108859.15,108271.57,30.88,True,True,False,True,True,False,False
98,X,111725.50,1752087600,109008.50,108424.05,31.19,True,True,False,True,True,False,False
99,O,110687.50,1752091200,109167.15,108619.68,31.50,True,True,False,True,True,False,False
100,X,111340.00,1752098400,109309.75,108809.57,31.67,True,True,True,False,True,False,False
101,O,110820.50,1752148800,109637.30,109082.75,31.83,True,True,True,False,True,False,False
102,X,116478.50,1752181200,110349.25,109613.10,33.66,True,False,False,False,False,False,False
103,O,115556.00,1752192000,111138.80,110123.52,35.54,True,False,False,False,False,False,False
104,X,118464.50,1752224400,112086.45,110565.15,37.77,True,False,False,False,False,False,False
105,O,116921.50,1752246000,112943.80,110980.98,42.28,True,False,False,False,False,False,False
106,X,118078.50,1752260400,113839.45,111389.70,46.79,True,False,False,False,False,False,False
107,O,117511.50,1752274800,114758.40,111808.77,51.30,True,True,True,False,True,False,False
108,X,118132.00,1752310800,115399.05,112203.77,55.82,True,True,False,True,True,False,False
109,O,117088.00,1752332400,116039.10,112603.12,59.66,True,True,False,True,True,True,True
110,X,122743.50,1752476400,117179.45,113244.60,64.19,True,False,False,False,False,False,False
111,O,116788.50,1752562800,117776.25,113706.77,68.43,True,True,False,True,True,True,True
112,X,118079.00,1752584400,117936.30,114142.77,70.46,True,True,True,False,True,True,True
113,O,115992.00,1752588000,117979.90,114559.35,71.55,True,True,True,False,True,True,True
114,X,117412.00,1752598800,117874.65,114980.55,72.65,True,True,True,False,True,True,True
115,O,116441.00,1752606000,117826.60,115385.20,73.74,True,True,True,False,True,False,False
116,X,118126.50,1752624000,117831.40,115835.43,73.19,True,True,False,True,True,False,False
117,O,117347.50,1752631200,117815.00,116286.70,72.64,True,True,False,True,True,False,False
118,X,119201.00,1752656400,117921.90,116660.48,72.03,True,True,False,True,True,False,False
119,O,118590.50,1752667200,118072.15,117055.62,71.42,True,True,False,True,True,False,False
120,X,119898.50,1752696000,117787.65,117483.55,70.99,True,True,False,True,True,False,False
121,O,118126.00,1752714000,117921.40,117848.82,69.87,True,True,False,True,True,True,True
122,X,118771.00,1752742800,117990.60,117963.45,68.75,True,True,True,False,True,True,True
123,O,117981.00,1752750000,118189.50,118084.70,68.07,True,True,True,False,True,False,False
124,X,119594.50,1752775200,118407.75,118141.20,66.86,True,True,False,True,True,False,False
125,O,118961.00,1752778800,118659.75,118243.18,65.98,True,True,False,True,True,False,False
126,X,120267.50,1752786000,118873.85,118352.62,65.35,True,True,False,True,True,False,False
127,O,119189.00,1752793200,119058.00,118436.50,65.65,True,True,False,True,True,False,False
128,X,120601.00,1752814800,119198.00,118559.95,66.07,True,True,False,True,True,False,False
129,O,118649.50,1752825600,119203.90,118638.02,65.51,True,True,False,True,True,True,True
130,X,119442.50,1752840000,119158.30,118472.98,64.75,True,True,True,False,True,True,True
131,O,117310.00,1752861600,119076.70,118499.05,61.90,True,True,True,False,True,True,True
132,X,118423.00,1752919200,119041.90,118516.25,58.75,True,True,True,False,True,True,True
133,O,117668.50,1752933600,119010.65,118600.07,55.61,True,True,True,False,True,False,False
134,X,118680.50,1753023600,118919.25,118663.50,52.53,True,True,False,True,True,False,False
135,O,117227.50,1753052400,118745.90,118702.82,49.44,True,True,False,True,True,True,True
136,X,119364.50,1753081200,118655.60,118764.73,46.98,True,True,False,True,True,True,True
137,O,118056.00,1753095600,118542.30,118800.15,44.76,True,True,False,True,True,False,False
138,X,118818.00,1753102800,118364.00,118781.00,42.22,True,True,True,False,True,False,False
139,O,116736.00,1753124400,118172.65,118688.27,37.76,True,True,True,False,True,True,True
140,X,117711.50,1753146000,117999.55,118578.93,33.06,True,True,True,False,True,True,True
141,O,116511.50,1753156800,117919.70,118498.20,28.42,True,True,True,False,True,True,True
142,X,119154.50,1753182000,117992.85,118517.38,24.90,True,True,False,True,True,True,True
143,O,118146.50,1753189200,118040.65,118525.65,22.35,True,True,False,True,True,False,False
144,X,120005.00,1753225200,118173.10,118546.18,20.53,True,True,False,True,True,False,False
145,O,117349.00,1753275600,118185.25,118465.57,19.75,False,False,False,False,False,False,False
146,X,118542.00,1753282800,118103.00,118379.30,18.96,False,False,False,False,False,False,False
147,O,117682.50,1753286400,118065.65,118303.98,18.17,False,False,False,False,False,False,False
148,X,119035.00,1753315200,118087.35,118225.68,17.65,False,False,False,False,False,False,False
149,O,117570.50,1753333200,118170.80,118171.73,17.64,False,False,False,False,False,False,False
150,X,118758.00,1753344000,118275.45,118137.50,17.01,False,False,False,False,False,False,False
151,O,118182.50,1753362000,118442.55,118181.12,16.37,False,False,False,False,False,False,False
152,X,119033.00,1753365600,118430.40,118211.62,16.05,False,False,False,False,False,False,False
153,O,115396.00,1753412400,118155.35,118098.00,17.60,False,False,False,False,False,False,False
154,X,116056.00,1753416000,117760.45,117966.77,19.14,False,False,False,False,False,False,False
155,O,115270.00,1753423200,117552.55,117868.90,20.74,True,True,True,False,True,False,False
156,X,116516.00,1753441200,117349.95,117726.48,20.46,True,True,False,True,True,False,False
157,O,114946.00,1753452000,117076.30,117570.98,20.50,True,True,False,True,True,True,True
158,X,119498.00,1753653600,117122.60,117604.98,19.82,False,False,False,False,False,False,False
159,O,117661.00,1753722000,117131.65,117651.23,20.21,True,True,False,True,True,False,False
160,X,118750.00,1753758000,117130.85,117703.15,20.60,True,True,True,False,True,False,False
161,O,117358.00,1753801200,117048.40,117745.48,20.63,True,True,True,False,True,True,True
162,X,118336.00,1753862400,116978.70,117704.55,20.17,True,True,True,False,True,True,True
163,O,117539.00,1753873200,117193.00,117674.18,19.88,False,False,False,False,False,False,False
164,X,118690.50,1753884000,117456.45,117608.45,19.93,False,False,False,False,False,False,False
165,O,116489.00,1753898400,117578.35,117565.45,18.67,False,False,False,False,False,False,False
166,X,118664.50,1753941600,117793.20,117571.57,17.08,False,False,False,False,False,False,False
167,O,117884.00,1753970400,118087.00,117581.65,15.55,False,False,False,False,False,False,False
168,X,118504.00,1753977600,117987.60,117555.10,14.03,False,False,False,False,False,False,False
169,O,115373.00,1754006400,117758.80,117445.23,14.53,False,False,False,False,False,False,False
170,X,115922.00,1754013600,117476.00,117303.43,15.67,False,False,False,False,False,False,False
171,O,114564.00,1754035200,117196.60,117122.50,17.03,False,False,False,False,False,False,False
172,X,115687.00,1754049600,116931.70,116955.20,18.37,False,False,False,False,False,False,False
173,O,114318.50,1754053200,116609.65,116901.32,19.88,False,False,False,False,False,False,False
174,X,115581.00,1754056800,116298.70,116877.57,21.38,True,True,True,False,True,True,True
175,O,113289.00,1754074800,115978.70,116778.52,23.87,True,True,True,False,True,True,True
176,X,113911.00,1754078400,115503.35,116648.27,26.37,True,True,True,False,True,True,True
177,O,113097.00,1754085600,115024.65,116555.82,28.98,True,True,True,False,True,True,True
178,X,113981.00,1754107200,114572.35,116279.98,31.11,True,True,False,True,True,True,True
179,O,112296.00,1754157600,114264.65,116011.73,35.04,True,True,False,True,True,True,True
180,X,114867.00,1754265600,114159.15,115817.57,37.43,True,True,False,True,True,True,True
181,O,114349.00,1754280000,114137.65,115667.12,39.82,True,True,False,True,True,False,False
182,X,115264.50,1754323200,114095.40,115513.55,41.57,True,True,False,True,True,False,False
183,O,114735.00,1754334000,114137.05,115373.35,41.18,True,True,False,True,True,False,False
184,X,115295.50,1754344800,114108.50,115203.60,40.75,True,True,False,True,True,False,False
185,O,113935.50,1754377200,114173.15,115075.93,40.53,True,True,False,True,True,True,True
186,X,114650.00,1754384400,114247.05,114875.20,40.31,True,True,True,False,True,True,True
187,O,112987.50,1754402400,114236.10,114630.38,40.68,True,True,True,False,True,True,True
188,X,114097.00,1754434800,114247.70,114410.02,41.04,True,True,True,False,True,True,True
189,O,113481.00,1754449200,114366.20,114315.43,40.77,True,True,True,False,True,False,False
190,X,115378.50,1754492400,114417.35,114288.25,38.23,True,True,False,True,True,False,False
191,O,114320.00,1754539200,114414.45,114276.05,35.58,True,True,False,True,True,False,False
192,X,117419.00,1754593200,114629.90,114362.65,33.27,True,True,False,True,True,False,False
193,O,116173.50,1754665200,114773.75,114455.40,30.50,True,True,False,True,True,False,False
194,X,117485.50,1754730000,114992.75,114550.62,29.31,True,True,False,True,True,False,False
195,O,116609.00,1754755200,115260.10,114716.62,28.13,True,True,False,True,True,False,False
196,X,118480.50,1754794800,115643.15,114945.10,28.49,True,True,False,True,True,False,False
197,O,117781.50,1754809200,116122.55,115179.32,28.86,True,True,False,True,True,False,False
198,X,122300.50,1754892000,116942.90,115595.30,31.29,True,False,False,False,False,False,False
199,O,119635.50,1754913600,117558.35,115962.27,32.96,True,True,False,True,True,False,False
200,X,120207.00,1754920800,118041.20,116229.27,34.63,True,True,True,False,True,False,False
201,O,118369.00,1754989200,118446.10,116430.27,33.90,True,True,True,False,True,True,True
202,X,119900.00,1755010800,118694.20,116662.05,33.17,True,True,True,False,True,True,True
203,O,119234.50,1755018000,119000.30,116887.02,32.44,True,True,True,False,True,False,False
204,X,120141.50,1755028800,119265.90,117129.32,34.13,True,True,False,True,True,False,False
205,O,119042.00,1755061200,119509.20,117384.65,35.54,True,True,False,True,True,True,True
206,X,121790.00,1755090000,119840.15,117741.65,37.70,True,True,False,True,True,True,True
207,O,120892.50,1755093600,120151.25,118136.90,39.85,True,True,False,True,True,False,False
208,X,123884.00,1755129600,120309.60,118626.25,42.80,True,True,False,True,True,False,False
209,O,117827.50,1755187200,120128.80,118843.57,42.69,True,True,False,True,True,True,True
210,X,118922.50,1755226800,120000.35,119020.77,41.67,True,True,True,False,True,True,True
211,O,116911.00,1755284400,119854.55,119150.32,39.95,True,True,True,False,True,True,True
212,X,118336.00,1755417600,119698.15,119196.18,36.21,True,True,True,False,True,True,True
213,O,114801.50,1755522000,119254.85,119127.57,32.85,True,False,False,False,False,False,False
214,X,116621.00,1755550800,118902.80,119084.35,29.49,True,True,True,False,True,True,True
215,O,114767.50,1755572400,118475.35,118992.27,27.80,True,False,False,False,False,False,False
216,X,115472.50,1755601200,117843.60,118841.88,26.11,True,True,True,False,True,False,False
217,O,112836.00,1755644400,117037.95,118594.60,25.58,True,False,False,False,False,False,False
218,X,113966.00,1755676800,116046.15,118177.88,24.89,True,True,True,False,True,True,True
219,O,112647.50,1755694800,115528.15,117828.48,24.59,True,True,True,False,True,True,True
220,X,114160.50,1755709200,115051.95,117526.15,23.12,True,True,False,True,True,True,True
221,O,113446.00,1755712800,114705.45,117280.00,21.65,True,True,False,True,True,False,False
222,X,114534.00,1755727200,114325.25,117011.70,18.89,False,False,False,False,False,False,False
223,O,112170.00,1755802800,114062.10,116658.48,20.02,True,True,False,True,True,True,True
224,X,113123.50,1755828000,113712.35,116307.57,21.15,True,True,True,False,True,True,True
225,O,112283.50,1755860400,113463.95,115969.65,22.99,True,True,True,False,True,False,False
226,X,116984.00,1755882000,113615.10,115729.35,23.52,True,True,False,True,True,False,False
227,O,114589.00,1755957600,113790.40,115414.18,23.67,True,True,False,True,True,False,False
228,X,115389.50,1755990000,113932.75,114989.45,23.83,True,True,True,False,True,False,False
229,O,112575.00,1756062000,113925.50,114726.82,23.41,True,True,True,False,True,True,True
230,X,113425.50,1756072800,113852.00,114451.98,23.00,True,True,True,False,True,True,True
231,O,112610.50,1756080000,113768.45,114236.95,21.44,True,True,True,False,True,False,False
232,X,113379.00,1756087200,113652.95,113989.10,19.88,False,False,False,False,False,False,False
233,O,110970.50,1756116000,113533.00,113797.55,19.36,False,False,False,False,False,False,False
234,X,112458.00,1756137600,113466.45,113589.40,19.04,False,False,False,False,False,False,False
235,O,109522.00,1756152000,113190.30,113327.12,19.54,False,False,False,False,False,False,False
236,X,110107.50,1756159200,112502.65,113058.88,20.48,True,True,True,False,True,True,True
237,O,109059.50,1756166400,111949.70,112870.05,20.83,True,True,True,False,True,True,True
238,X,110256.00,1756191600,111436.35,112684.55,21.00,True,True,False,True,True,True,True
239,O,109636.00,1756220400,111142.45,112533.98,21.18,True,True,False,True,True,False,False
240,X,111862.00,1756245600,110986.10,112419.05,20.90,True,True,False,True,True,False,False
241,O,110699.50,1756278000,110795.00,112281.73,20.62,True,True,False,True,True,False,False
242,X,112297.00,1756314000,110686.80,112169.88,19.91,False,False,False,False,False,False,False
243,O,111206.50,1756335600,110710.40,112121.70,19.75,False,False,False,False,False,False,False
244,X,113178.50,1756360800,110782.45,112124.45,19.75,False,False,False,False,False,False,False
245,O,111870.50,1756407600,111017.30,112103.80,19.75,False,False,False,False,False,False,False
246,X,112519.00,1756422000,111258.45,111880.55,19.76,False,False,False,False,False,False,False
247,O,109590.00,1756454400,111311.50,111630.60,19.65,False,False,False,False,False,False,False
248,X,110678.50,1756468800,111353.75,111395.05,19.55,False,False,False,False,False,False,False
249,O,108163.50,1756476000,111206.50,111174.48,19.53,False,False,False,False,False,False,False
250,X,108659.50,1756483200,110886.25,110936.18,19.51,False,False,False,False,False,False,False
251,O,107745.50,1756497600,110590.85,110692.93,19.50,False,False,False,False,False,False,False
252,X,108404.50,1756501200,110201.60,110444.20,19.66,False,False,False,False,False,False,False
253,O,107415.00,1756515600,109822.45,110266.43,20.02,True,True,True,False,True,True,True
254,X,109351.00,1756598400,109439.70,110111.07,20.91,True,True,False,True,True,True,True
255,O,108360.50,1756638000,109088.70,110053.00,21.80,True,True,False,True,True,False,False
256,X,109100.50,1756663200,108746.85,110002.65,23.12,True,True,True,False,True,False,False
257,O,107380.50,1756699200,108525.90,109918.70,25.19,True,True,True,False,True,True,True
258,X,109400.50,1756710000,108398.10,109875.93,26.68,True,True,False,True,True,True,True
259,O,108537.50,1756720800,108435.50,109821.00,28.18,True,True,False,True,True,False,False
260,X,109058.50,1756728000,108475.40,109680.82,29.67,True,True,True,False,True,False,False
261,O,107756.00,1756760400,108476.45,109533.65,30.76,True,True,True,False,True,True,True
262,X,110420.00,1756803600,108678.00,109439.80,30.01,True,True,False,True,True,True,True
263,O,108766.00,1756814400,108813.10,109317.77,28.35,True,True,False,True,True,False,False
264,X,111320.50,1756821600,109010.05,109224.88,26.11,True,True,False,True,True,False,False
265,O,110596.50,1756836000,109233.65,109161.18,23.63,True,True,False,True,True,False,False
266,X,111368.00,1756843200,109460.40,109103.62,21.20,True,True,False,True,True,False,False
267,O,110659.50,1756875600,109788.30,109157.10,18.56,False,False,False,False,False,False,False
268,X,112220.50,1756908000,110070.30,109234.20,18.12,False,False,False,False,False,False,False
269,O,110360.50,1756965600,110252.60,109344.05,17.26,False,False,False,False,False,False,False
270,X,110897.00,1756987200,110436.45,109455.93,16.40,False,False,False,False,False,False,False
271,O,109466.50,1756998000,110607.50,109541.98,14.35,False,False,False,False,False,False,False
272,X,111465.50,1757023200,110712.05,109695.02,12.67,False,False,False,False,False,False,False
273,O,110434.50,1757030400,110878.90,109846.00,11.00,False,False,False,False,False,False,False
274,X,112911.00,1757055600,111037.95,110024.00,10.77,False,False,False,False,False,False,False
275,O,112264.50,1757062800,111204.75,110219.20,9.89,False,False,False,False,False,False,False
276,X,113171.00,1757073600,111385.05,110422.73,11.10,False,False,False,False,False,False,False
277,O,110530.00,1757080800,111372.10,110580.20,10.44,False,False,False,False,False,False,False
278,X,111562.00,1757098800,111306.25,110688.27,10.37,False,False,False,False,False,False,False
279,O,110556.00,1757106000,111325.80,110789.20,10.29,False,False,False,False,False,False,False
280,X,111181.00,1757124000,111354.20,110895.32,10.16,False,False,False,False,False,False,False
281,O,110107.00,1757178000,111418.25,111012.88,10.56,False,False,False,False,False,False,False
282,X,112598.50,1757340000,111531.55,111121.80,10.27,False,False,False,False,False,False,False
283,O,111324.00,1757379600,111620.50,111249.70,10.39,False,False,False,False,False,False,False
284,X,113001.50,1757397600,111629.55,111333.75,10.91,False,False,False,False,False,False,False
285,O,110841.00,1757430000,111487.20,111345.98,11.22,False,False,False,False,False,False,False
286,X,111498.00,1757448000,111319.90,111352.48,11.58,False,False,False,False,False,False,False
287,O,110983.00,1757462400,111365.20,111368.65,11.94,False,False,False,False,False,False,False
288,X,115807.50,1757635200,111789.75,111548.00,13.80,False,False,False,False,False,False,False
289,O,114939.00,1757671200,112228.05,111776.93,15.66,False,False,False,False,False,False,False
290,X,116436.00,1757700000,112753.55,112053.88,17.54,False,False,False,False,False,False,False
291,O,115299.00,1757779200,113272.75,112345.50,21.28,True,True,False,True,True,False,False
292,X,115848.50,1757793600,113597.75,112564.65,25.02,True,True,True,False,True,False,False
293,O,115292.00,1757854800,113994.55,112807.52,28.74,True,True,True,False,True,False,False
294,X,116030.00,1757883600,114297.40,112963.48,32.56,True,True,False,True,True,False,False
295,O,115035.50,1757894400,114716.85,113102.02,35.41,True,True,False,True,True,True,True
296,X,116488.50,1757912400,115215.90,113267.90,38.26,True,True,False,True,True,True,True
297,O,114708.50,1757923200,115588.45,113476.82,40.54,True,True,False,True,True,True,True
298,X,115905.50,1757998800,115598.25,113694.00,42.44,True,True,True,False,True,True,True
299,O,115330.50,1758016800,115637.40,113932.73,44.97,True,True,True,False,True,False,False
300,X,117081.50,1758085200,115701.95,114227.75,48.23,True,True,False,True,True,False,False
301,O,115196.50,1758132000,115691.70,114482.23,51.25,True,True,False,True,True,False,False
302,X,117771.50,1758218400,115884.00,114740.88,51.71,True,True,False,True,True,False,False
303,O,115091.00,1758308400,115863.90,114929.23,51.96,True,True,False,True,True,False,False
304,X,115921.00,1758351600,115853.00,115075.20,51.97,True,True,True,False,True,False,False
305,O,112465.00,1758524400,115595.95,115156.40,48.21,True,True,True,False,True,True,True
306,X,113099.00,1758546000,115257.00,115236.45,44.45,True,True,True,False,True,True,True
307,O,112084.50,1758567600,114994.60,115291.52,40.86,True,True,True,False,True,True,True
308,X,112933.50,1758574800,114697.40,115147.82,37.19,True,True,True,False,True,True,True
309,O,111772.00,1758592800,114341.55,114989.48,34.29,True,True,True,False,True,True,True
310,X,112935.00,1758607200,113926.90,114814.43,31.13,True,True,False,True,True,True,True
311,O,111747.50,1758650400,113582.00,114636.85,28.56,True,True,False,True,True,False,False
312,X,112406.50,1758675600,113045.50,114464.75,25.99,True,True,True,False,True,False,False
313,O,111651.50,1758682800,112701.55,114282.73,23.55,True,True,True,False,True,False,False
314,X,113671.50,1758722400,112476.60,114164.80,20.57,True,True,False,True,True,False,False
315,O,108805.00,1758819600,112110.60,113853.27,18.72,False,False,False,False,False,False,False
316,X,109719.50,1758823200,111772.65,113514.82,16.49,False,False,False,False,False,False,False
317,O,108946.00,1758841200,111458.80,113226.70,14.46,False,False,False,False,False,False,False
318,X,109647.00,1758848400,111130.15,112913.77,12.42,False,False,False,False,False,False,False
319,O,108858.50,1758880800,110838.80,112590.18,14.23,False,False,False,False,False,False,False
320,X,109632.50,1758891600,110508.55,112217.73,16.04,False,False,False,False,False,False,False
321,O,108808.00,1758895200,110214.60,111898.30,17.73,False,False,False,False,False,False,False
322,X,109857.50,1758906000,109959.70,111502.60,19.04,False,False,False,False,False,False,False
323,O,109131.50,1758913200,109707.70,111204.62,20.00,True,True,False,True,True,False,False
324,X,112130.50,1759100400,109553.60,111015.10,20.74,True,True,False,True,True,False,False
325,O,111592.00,1759125600,109832.30,110971.45,21.44,True,True,False,True,True,False,False
326,X,114476.50,1759190400,110308.00,111040.32,23.81,True,False,False,False,False,False,False
327,O,112755.50,1759222800,110688.95,111073.88,26.04,True,True,False,True,True,False,False
328,X,113551.50,1759240800,111079.40,111104.77,28.08,True,True,True,False,True,False,False
329,O,112809.50,1759248000,111474.50,111156.65,29.24,True,True,True,False,True,False,False
330,X,114580.50,1759262400,111969.30,111238.93,31.00,True,True,False,True,True,False,False
331,O,113897.50,1759269600,112478.25,111346.43,32.75,True,True,False,True,True,False,False
